detected_pump,real_pump,model,1_1,,,1_2,,,2_1,,,2_2,,,3_1,,,3_2,,,3_3,,
1,1,3,-80,-81,-81,-88,-87,-88,,,,,,,-78,-78,-78,,,,,,
7,7,3,-88,-88,-87,-80,-84,-83,-77,-77,-77,-72,-71,-71,-88,-87,-86,-80,-80,-79,-85,-84,-85
7,7,3,-89,-88,-89,-82,-81,-82,-78,-76,-78,-73,-73,-74,-86,-86,-88,-78,-78,-77,-87,-84,-84
4,7,1,,,,-88,-85,-85,-85,-86,-87,-86,-85,-83,-89,-89,-90,-120,-89,-89,-89,-89,-88
7,7,3,-90,-91,-107,-81,-82,-81,-82,-79,-79,-72,-73,-74,-93,-86,-87,-77,-77,-77,-81,-82,-82
7,7,3,-91,-107,-89,-80,-80,-82,-79,-80,-78,-73,-73,-73,-87,-87,-87,-77,-77,-78,-83,-83,-84
3,3,3,,,,,,,-80,-80,-81,-91,-89,-88,-74,-73,-73,-90,-89,-90,,,
7,7,3,-105,-120,-120,-79,-80,-81,-77,-78,-77,-72,-72,-72,-86,-86,-86,-78,-78,-77,-83,-83,-83
7,7,3,-89,-89,-88,-81,-81,-80,-76,-78,-78,-72,-72,-72,-86,-85,-91,-78,-79,-79,-83,-84,-84
7,7,3,-90,-106,-89,-81,-84,-82,-79,-78,-78,-72,-72,-72,-89,-87,-87,-78,-77,-78,-83,-84,-84
3,7,1,-96,-112,-94,-106,-90,-106,-85,-84,-84,-82,-81,-81,-87,-86,-86,-89,-88,-89,-107,-120,-120
7,7,3,-89,-88,-89,-81,-83,-81,-78,-79,-78,-72,-73,-72,-86,-90,-89,-79,-79,-79,-83,-83,-83
1,1,3,-68,-68,-69,-78,-79,-78,,,,,,,-63,-63,-63,-80,-79,-84,,,
7,7,3,-88,-89,-90,-84,-85,-83,-79,-80,-77,-73,-72,-73,-86,-87,-87,-79,-82,-80,-83,-84,-84
3,7,1,-91,-107,-120,-92,-90,-106,-87,-86,-86,-89,-88,-91,-85,-86,-87,-87,-87,-89,-90,-106,-90
1,1,1,-79,-80,-81,-91,-91,-90,,,,,,,-78,-81,-82,-87,-87,-89,,,
1,1,1,-83,-81,-81,-89,-90,-89,,,,,,,-83,-81,-81,-91,-91,-89,,,
1,1,3,-75,-76,-77,-93,-109,-120,,,,-120,-120,-120,-68,-69,-68,-88,-86,-88,,,
1,1,1,-81,-82,-81,-91,-89,-90,,,,,,,-79,-79,-79,-86,-89,-89,,,
1,1,1,-81,-81,-81,-89,-90,-106,,,,,,,-78,-79,-80,-89,-89,-90,,,
1,1,1,-80,-81,-81,-90,-106,-120,,,,,,,-82,-84,-81,-89,-105,-90,,,
1,1,3,-75,-75,-75,-120,-120,-120,-120,-93,-93,,,,-63,-63,-64,-88,-90,-89,,,
1,1,1,-81,-81,-81,-90,-91,-91,,,,,,,-79,-78,-79,-89,-89,-89,,,
1,1,3,-75,-76,-74,-90,-90,-89,-106,-120,-120,,,,-64,-64,-64,-87,-87,-86,,,
1,1,1,-77,-77,-77,-84,-83,-82,-120,-89,-89,,,,-68,-68,-68,-88,-87,-89,,,
1,1,3,-69,-69,-69,-80,-79,-80,-91,-107,-120,,,,-61,-61,-61,-81,-79,-81,,,
1,1,1,-77,-78,-78,-86,-86,-83,-88,-89,-89,,,,-68,-67,-67,-87,-88,-104,,,
1,1,1,-77,-77,-77,-85,-86,-85,-89,-89,-89,,,,-67,-68,-69,-120,-89,-89,,,
1,1,3,-69,-69,-69,-78,-79,-79,,,,,,,-62,-63,-62,-79,-80,-80,,,
1,1,1,-78,-77,-76,-87,-83,-82,-88,-87,-89,,,,-68,-68,-67,-90,-91,-89,,,
1,1,1,-76,-76,-76,-83,-84,-83,-88,-87,-88,,,,-68,-69,-69,-89,-88,-90,,,
1,1,3,-68,-67,-69,-79,-80,-79,,,,,,,-63,-62,-62,-83,-82,-80,-90,-106,-120
1,1,3,-68,-68,-67,-89,-89,-89,-91,-89,-90,-90,-89,-90,-70,-69,-71,-84,-86,-85,-90,-90,-90
1,1,1,-79,-76,-74,-90,-89,-86,,,,,,,-79,-75,-75,-89,-89,-85,,,
1,1,3,-70,-69,-69,-87,-86,-85,-91,-87,-89,-91,-89,-89,-67,-70,-72,-87,-87,-88,-91,-89,-89
1,1,1,-75,-77,-78,-88,-88,-87,,,,,,,-77,-77,-76,-88,-91,-91,,,
1,1,3,-67,-67,-68,-88,-88,-88,-90,-88,-88,,,,-71,-74,-74,-86,-86,-85,-89,-89,-89
1,1,1,-76,-76,-76,-89,-91,-87,,,,,,,-76,-77,-77,-89,-89,-88,,,
1,1,3,-66,-67,-68,-87,-89,-105,-91,-91,-107,-92,-92,-108,-72,-75,-75,-86,-86,-87,-90,-91,-89
1,1,1,-76,-76,-75,-89,-90,-106,,,,,,,-76,-77,-77,-89,-87,-89,,,
1,1,3,-67,-67,-67,-107,-120,-120,-91,-90,-92,,,,-74,-75,-75,-89,-91,-90,-88,-88,-89
1,1,1,-75,-76,-76,-89,-91,-107,,,,,,,-77,-77,-76,-89,-86,-90,,,
1,1,1,-78,-78,-77,-89,-91,-90,,,,,,,-77,-77,-77,-86,-86,-94,,,
1,1,3,-66,-68,-68,,,,-107,-93,-90,,,,-75,-77,-76,-88,-89,-89,-89,-89,-89
3,3,3,-89,-90,-88,-87,-89,-86,-77,-76,-76,,,,-78,-78,-78,-82,-81,-81,,,
3,3,1,,,,-89,-89,-89,-81,-81,-81,,,,-84,-85,-86,-88,-89,-89,,,
3,3,3,-87,-87,-89,-86,-82,-83,-76,-76,-76,,,,-79,-79,-77,-81,-82,-81,,,
3,3,1,,,,-87,-87,-87,-81,-81,-81,,,,-85,-85,-85,-89,-89,-89,,,
3,3,1,,,,-90,-92,-91,-81,-85,-87,,,,-85,-81,-81,-89,-88,-90,,,
3,3,1,,,,,,,-79,-80,-79,,,,-81,-81,-81,-89,-91,-92,,,
3,3,3,-90,-89,-92,-81,-84,-85,-76,-76,-78,-91,-91,-89,-77,-77,-77,-84,-83,-81,,,
4,3,1,,,,-88,-94,-86,-86,-85,-83,-90,-91,-107,-87,-85,-85,-84,-85,-85,,,
3,3,3,-87,-87,-88,-88,-88,-90,-86,-84,-85,-91,-107,-120,-77,-80,-78,-86,-88,-85,,,
3,3,1,,,,-85,-86,-84,-81,-83,-82,,,,-84,-83,-85,-86,-86,-85,,,
3,3,3,-89,-88,-87,-88,-87,-88,-86,-88,-87,,,,-79,-78,-78,-84,-83,-84,,,
3,3,1,,,,-85,-84,-84,-82,-82,-82,-92,-92,-91,-86,-86,-81,-84,-84,-84,,,
1,1,1,-92,-93,-87,,,,,,,,,,-74,-74,-73,,,,,,
3,3,3,-89,-89,-88,-85,-86,-86,-85,-83,-83,,,,-78,-79,-78,-87,-86,-87,,,
3,3,1,,,,-120,-120,-90,-78,-82,-82,-90,-106,-120,-84,-87,-88,-120,-91,-91,,,
3,3,3,,,,-87,-88,-90,-74,-73,-73,-88,-89,-89,-73,-74,-75,-84,-85,-85,,,
3,3,1,,,,-90,-90,-89,-80,-79,-83,-91,-91,-89,-84,-82,-82,-90,-90,-90,,,
3,3,3,,,,-87,-89,-90,-74,-76,-74,-85,-84,-91,-74,-76,-81,-84,-84,-83,,,
3,3,1,,,,-91,-89,-90,-82,-84,-84,-90,-91,-88,-83,-83,-82,-92,-94,-94,,,
3,3,3,,,,-87,-87,-86,-73,-74,-74,-89,-88,-90,-76,-77,-76,-86,-85,-85,,,
3,3,1,,,,-89,-105,-120,-83,-84,-85,-89,-105,-120,-83,-82,-82,-91,-91,-91,,,
3,3,3,,,,-86,-87,-88,-75,-75,-73,-91,-90,-89,-76,-76,-75,-85,-90,-85,,,
3,3,3,,,,-89,-88,-87,-74,-74,-74,-89,-91,-107,-76,-75,-76,-85,-86,-88,,,
3,3,1,,,,-90,-106,-120,-83,-82,-81,-98,-90,-91,-82,-82,-83,-89,-87,-87,,,
3,3,3,,,,-90,-87,-87,-75,-75,-74,-105,-90,-90,-77,-78,-76,-89,-86,-86,,,
3,3,1,,,,,,,-80,-81,-81,-106,-120,-89,-86,-86,-86,-87,-87,-90,,,
3,3,1,,,,,,,-83,-82,-83,-90,-88,-90,-82,-81,-81,-89,-91,-90,,,
3,3,3,,,,-93,-109,-120,-75,-76,-76,-90,-90,-90,-74,-73,-73,-86,-89,-91,,,
3,3,3,,,,,,,-77,-78,-73,-91,-91,-107,-73,-73,-73,-88,-89,-91,,,
3,3,1,,,,,,,-80,-80,-81,-107,-120,-120,-81,-81,-81,-90,-90,-88,,,
3,3,1,,,,,,,-88,-90,-91,,,,-82,-85,-88,-89,-89,-90,,,
3,3,3,,,,-93,-109,-120,-77,-80,-79,-87,-93,-92,-75,-79,-83,-88,-86,-85,-90,-95,-111
3,3,3,-90,-90,-90,-108,-91,-92,-79,-79,-79,-87,-85,-85,-76,-76,-75,-87,-86,-85,-91,-91,-88
4,4,1,,,,-120,-120,-120,-82,-85,-91,-90,-89,-89,-86,-87,-87,-85,-86,-85,,,
3,4,1,,,,-91,-91,-89,-85,-86,-85,-90,-87,-88,-86,-85,-89,-82,-83,-86,,,
4,4,3,-89,-105,-120,-83,-85,-85,-81,-82,-82,-86,-89,-85,-85,-85,-80,-77,-79,-79,-87,-86,-85
1,1,3,-80,-79,-79,-87,-87,-89,,,,,,,-79,-76,-77,,,,,,
4,4,1,,,,-106,-120,-120,-87,-90,-85,-90,-89,-89,-105,-120,-120,-84,-86,-86,,,
4,4,3,-88,-91,-93,-85,-84,-83,-82,-82,-80,-85,-86,-84,-80,-80,-79,-78,-78,-83,-86,-86,-87
4,4,1,,,,-90,-90,-88,-85,-85,-84,-89,-91,-107,-90,-90,-89,-84,-83,-83,,,
4,4,1,,,,-86,-88,-89,-83,-84,-84,-88,-91,-107,-105,-92,-94,-84,-84,-84,,,
4,4,3,-86,-87,-89,-85,-85,-85,-81,-80,-80,-81,-86,-102,-79,-85,-83,-80,-77,-80,-90,-91,-107
4,4,1,,,,-89,-88,-88,-83,-83,-83,-89,-89,-90,-90,-89,-94,-84,-83,-85,,,
7,4,3,-93,-90,-88,-85,-85,-85,-81,-82,-81,-86,-82,-85,-79,-81,-82,-79,-80,-80,-91,-91,-91
4,4,1,,,,-88,-88,-88,-84,-84,-84,-90,-106,-120,-87,-85,-89,-82,-81,-80,,,
4,4,3,-88,-89,-89,-86,-84,-83,-80,-80,-81,-87,-85,-79,-78,-77,-81,-77,-75,-78,-88,-88,-89
4,4,1,,,,-88,-90,-89,-80,-79,-80,-86,-89,-88,-86,-86,-87,-82,-80,-81,,,
4,4,3,,,,-83,-86,-85,-73,-75,-77,-78,-79,-81,-88,-83,-82,-77,-80,-78,-88,-91,-92
4,4,1,,,,-89,-88,-87,-82,-84,-83,-88,-88,-87,-85,-86,-86,-81,-81,-82,,,
4,4,3,-91,-91,-91,-86,-86,-84,-75,-76,-76,-80,-80,-80,-82,-81,-81,-76,-78,-79,-90,-106,-120
4,4,3,,,,-87,-86,-83,-76,-75,-76,-80,-80,-81,-81,-81,-81,-77,-75,-76,,,
4,4,1,,,,-88,-87,-88,-83,-82,-83,-87,-87,-87,-87,-86,-85,-81,-81,-79,,,
4,4,3,,,,-87,-87,-87,-76,-79,-77,-79,-79,-81,-81,-81,-81,-77,-79,-79,,,
4,4,1,,,,-88,-88,-88,-85,-83,-84,-88,-88,-87,-86,-86,-85,-80,-80,-80,,,
4,4,1,,,,-88,-88,-88,-83,-83,-83,-88,-87,-86,-87,-87,-87,-81,-79,-80,,,
7,7,1,,,,-87,-87,-87,-94,-110,-120,-87,-85,-83,,,,-88,-90,-106,,,
4,4,3,-92,-108,-120,-87,-84,-87,-77,-77,-76,-80,-79,-81,-81,-81,-81,-78,-76,-75,-90,-90,-106
8,8,3,,,,-80,-81,-79,-87,-89,-87,-73,-74,-74,-87,-88,-89,-75,-75,-74,-71,-72,-74
5,8,1,-86,-91,-93,-84,-84,-85,,,,-86,-87,-87,,,,-78,-78,-78,-80,-82,-83
8,8,3,-90,-90,-90,-81,-82,-81,-88,-88,-87,-75,-75,-75,-88,-88,-104,-75,-75,-76,-75,-75,-75
5,8,1,-90,-106,-120,-86,-85,-87,,,,-87,-86,-87,,,,-79,-80,-80,-81,-81,-83
7,8,1,-105,-91,-89,-88,-88,-88,,,,-86,-86,-87,,,,-79,-81,-79,-82,-80,-82
5,5,3,,,,-76,-79,-76,,,,,,,,,,-82,-81,-83,,,
8,8,3,-91,-91,-90,-82,-83,-81,-87,-87,-88,-74,-75,-76,-88,-89,-89,-76,-76,-75,-74,-72,-73
8,8,3,-91,-92,-89,-81,-79,-81,-89,-88,-87,-81,-74,-75,-89,-89,-89,-76,-75,-75,-74,-76,-74
7,8,1,-90,-91,-91,-87,-88,-87,,,,-87,-86,-85,,,,-79,-81,-80,-81,-80,-83
6,6,1,-91,-107,-89,-80,-82,-80,,,,,,,,,,-84,-85,-83,-75,-75,-75
6,6,3,-108,-90,-90,-77,-78,-76,-91,-89,-105,-89,-89,-89,,,,-74,-74,-75,-71,-74,-71
6,6,3,-89,-89,-90,-75,-75,-75,,,,-92,-108,-90,,,,-74,-75,-75,-73,-73,-73
1,1,1,-91,-87,-89,,,,,,,,,,-73,-73,-73,,,,,,
6,6,1,-87,-86,-87,-81,-81,-80,,,,,,,,,,-87,-88,-87,-79,-76,-76
6,6,3,-87,-89,-90,-75,-77,-75,-91,-91,-91,-109,-90,-90,,,,-74,-74,-76,-72,-72,-72
6,6,1,-88,-87,-88,-81,-79,-83,,,,,,,,,,-83,-84,-84,-75,-74,-74
6,6,3,-88,-88,-88,-78,-77,-78,-90,-106,-91,-89,-89,-90,,,,-79,-80,-80,-72,-72,-71
5,5,1,-87,-87,-87,-81,-80,-80,,,,,,,,,,-86,-78,-77,-77,-75,-74
6,8,3,-87,-90,-88,-77,-76,-78,-91,-90,-90,-88,-89,-89,,,,-80,-79,-81,-73,-71,-71
5,5,2,-92,-108,-93,-68,-73,-71,,,,,,,,,,-74,-75,-71,-89,-88,-88
6,6,1,-88,-88,-88,-81,-81,-80,,,,,,,,,,-80,-82,-82,-78,-78,-76
6,6,1,-86,-86,-87,-80,-80,-79,,,,,,,,,,-83,-84,-84,-75,-72,-74
6,6,3,-87,-90,-90,-78,-77,-77,-90,-106,-120,-89,-89,-105,,,,-79,-78,-82,-71,-73,-73
6,6,1,-87,-89,-90,-82,-78,-77,,,,,,,,,,-81,-82,-82,-75,-72,-74
6,6,3,-89,-91,-93,-77,-78,-79,-91,-91,-107,-89,-89,-89,,,,-79,-81,-81,-73,-74,-73
5,6,1,-85,-84,-85,-80,-78,-82,,,,-93,-109,-120,,,,-77,-76,-77,-79,-79,-78
5,6,1,,,,-70,-69,-69,-90,-91,-90,,,,,,,-84,-84,-82,-84,-84,-83
6,6,3,-83,-85,-83,-69,-68,-72,-86,-86,-87,-85,-83,-84,,,,-77,-79,-78,-78,-77,-77
6,6,1,-87,-86,-85,-75,-74,-76,,,,-92,-93,-109,,,,-79,-80,-79,-81,-79,-78
6,6,3,-87,-86,-86,-68,-69,-69,-106,-92,-89,-84,-83,-83,,,,-80,-80,-80,-76,-75,-76
6,6,1,-86,-87,-86,-73,-73,-75,,,,-91,-93,-109,,,,-80,-84,-81,-78,-78,-79
6,6,3,-85,-85,-85,-67,-67,-67,,,,-83,-82,-82,,,,-83,-83,-82,-78,-76,-75
6,6,1,-85,-86,-86,-77,-76,-77,,,,-106,-120,-120,,,,-77,-78,-77,-81,-80,-80
6,6,3,-85,-85,-84,-68,-68,-68,-86,-87,-86,-84,-84,-84,,,,-78,-79,-77,-76,-75,-75
6,6,1,-87,-86,-87,-79,-77,-78,,,,-106,-95,-111,,,,-78,-79,-78,-77,-77,-77
5,6,3,-84,-82,-82,-71,-69,-70,-87,-85,-89,-84,-84,-83,,,,-77,-77,-77,-77,-77,-77
6,6,1,-86,-87,-87,-76,-73,-72,,,,-120,-97,-89,,,,-84,-82,-81,-79,-80,-77
5,6,3,-82,-81,-82,-71,-73,-72,-91,-87,-90,-83,-84,-85,,,,-78,-77,-76,-78,-78,-79
6,6,1,-89,-89,-88,-76,-77,-78,,,,-90,-90,-106,,,,-84,-84,-86,-75,-73,-72
6,6,3,-84,-83,-83,-72,-71,-69,-90,-90,-88,-89,-90,-91,,,,-73,-73,-71,-74,-74,-74
6,6,1,-89,-89,-88,-74,-77,-75,,,,-91,-88,-90,,,,-101,-80,-82,-73,-73,-74
5,6,3,-81,-84,-84,-70,-71,-70,-88,-89,-90,-91,-91,-107,,,,-72,-70,-70,-75,-75,-74
6,6,1,-87,-87,-88,-74,-74,-74,,,,-91,-107,-91,,,,-82,-82,-84,-73,-72,-72
5,6,3,-84,-84,-85,-71,-71,-72,-89,-89,-88,-93,-109,-120,,,,-73,-73,-73,-73,-73,-74
6,6,3,-83,-84,-84,-73,-73,-74,-88,-88,-88,-89,-89,-105,,,,-75,-75,-73,-73,-73,-74
6,6,1,-87,-85,-87,-72,-71,-72,,,,-92,-87,-87,,,,-77,-79,-79,-72,-72,-71
6,6,3,-89,-105,-95,-67,-63,-63,-89,-87,-93,-86,-87,-85,,,,-84,-80,-81,-77,-78,-80
5,6,1,-120,-120,-120,-67,-66,-67,-108,-90,-88,,,,,,,-85,-87,-88,-80,-80,-81
6,6,1,-88,-88,-89,-66,-66,-68,-87,-87,-88,,,,,,,-88,-104,-120,-81,-81,-82
6,6,3,-120,-120,-120,-62,-62,-62,-92,-87,-86,-86,-87,-86,,,,-80,-80,-80,-80,-81,-79
6,6,3,,,,-67,-66,-66,-90,-90,-90,-89,-90,-90,,,,-85,-84,-82,-77,-79,-79
6,6,1,-104,-90,-90,-68,-66,-67,-87,-87,-88,,,,,,,-94,-110,-90,-83,-82,-82
6,6,3,,,,-64,-63,-64,-91,-91,-89,-87,-85,-85,,,,-81,-80,-80,-81,-79,-79
6,6,1,-89,-88,-88,-67,-67,-66,-92,-89,-85,,,,,,,-87,-87,-85,-83,-81,-81
6,6,3,,,,-64,-65,-66,-88,-90,-87,-87,-86,-86,,,,-80,-79,-81,-78,-79,-80
6,6,1,-88,-88,-88,-69,-67,-66,-88,-85,-85,,,,,,,-83,-83,-83,-82,-82,-82
6,6,3,-92,-108,-120,-65,-66,-66,-87,-87,-86,-86,-87,-88,,,,-79,-80,-79,-78,-77,-77
5,6,1,-90,-106,-120,-67,-68,-70,-87,-87,-87,,,,,,,-83,-83,-84,-82,-83,-83
6,6,3,,,,-66,-67,-66,-87,-87,-87,-86,-88,-88,,,,-85,-84,-85,-78,-81,-79
6,6,1,-106,-120,-120,-67,-67,-67,-86,-87,-88,,,,,,,-82,-84,-85,-83,-82,-82
6,6,3,,,,-65,-66,-67,-89,-91,-90,-90,-89,-87,,,,-84,-87,-87,-80,-79,-79
6,6,1,,,,-67,-68,-69,-89,-91,-90,,,,,,,-83,-83,-84,-82,-82,-83
6,6,3,,,,-65,-66,-66,,,,-89,-91,-92,,,,-84,-84,-86,-78,-78,-76
5,6,1,,,,-68,-70,-69,-91,-94,-87,,,,,,,-82,-80,-82,-83,-83,-83
6,6,3,-89,-90,-89,-65,-64,-64,-91,-89,-89,-88,-89,-89,,,,-87,-85,-89,-77,-78,-77
6,6,3,-87,-87,-88,-63,-64,-67,-105,-87,-87,-96,-91,-89,,,,-80,-77,-78,-81,-82,-80
5,6,1,,,,-77,-75,-75,-120,-120,-120,-120,-120,-120,,,,-82,-84,-82,-84,-86,-85
5,6,3,-87,-87,-89,-63,-60,-62,-90,-106,-120,-86,-86,-85,,,,-81,-81,-82,-77,-77,-78
5,6,1,-90,-89,-89,-74,-72,-70,-91,-89,-86,-110,-120,-120,,,,-83,-82,-82,-86,-84,-79
7,8,1,,,,-89,-88,-89,-91,-89,-89,-80,-80,-78,,,,-85,-86,-84,-109,-90,-89
6,6,3,-88,-89,-89,-72,-73,-74,-86,-86,-86,-87,-91,-92,,,,-84,-81,-82,-79,-77,-77
6,6,1,-109,-120,-120,-75,-74,-76,-110,-120,-120,-120,-120,-120,,,,-80,-79,-79,-81,-82,-82
5,5,1,-93,-93,-109,-75,-75,-75,,,,,,,,,,-81,-81,-79,-81,-80,-79
6,6,3,-88,-87,-89,-69,-68,-69,-88,-88,-89,-91,-107,-120,,,,-83,-84,-85,-78,-77,-76
7,8,1,-120,-120,-120,-80,-79,-80,,,,-85,-87,-87,,,,-76,-77,-77,-85,-88,-88
7,8,3,-89,-105,-90,-80,-80,-81,-88,-87,-87,-75,-73,-74,,,,-72,-72,-73,-83,-83,-83
7,8,3,-88,-88,-89,-77,-79,-80,-85,-85,-86,-75,-74,-75,-120,-120,-120,-73,-72,-73,-76,-77,-78
5,8,1,-89,-89,-105,-83,-84,-84,,,,-80,-80,-81,-89,-89,-90,-77,-77,-77,-87,-86,-86
7,8,3,,,,-80,-80,-81,-83,-82,-83,-76,-77,-77,,,,-81,-81,-81,-83,-84,-85
7,8,1,,,,-84,-83,-82,,,,-84,-83,-82,,,,-80,-80,-79,-87,-88,-86
7,8,1,,,,-85,-86,-85,-120,-120,-120,-84,-82,-82,,,,-76,-76,-76,-109,-91,-89
7,8,3,-89,-89,-90,-81,-82,-82,-82,-82,-82,-74,-74,-74,-120,-120,-120,-77,-77,-77,-79,-81,-81
7,8,1,-91,-91,-91,-86,-86,-85,,,,-82,-83,-83,-120,-120,-120,-76,-76,-76,-85,-87,-87
8,8,3,,,,-79,-82,-82,-83,-84,-84,-71,-74,-73,,,,-81,-81,-81,-80,-81,-80
8,8,1,,,,-89,-87,-86,-90,-89,-90,-81,-82,-82,,,,-83,-83,-87,-88,-92,-108
7,8,1,,,,-88,-86,-87,-91,-94,-91,-80,-80,-81,,,,-84,-85,-84,-88,-87,-92
7,8,3,,,,-84,-81,-80,-81,-80,-80,-73,-73,-72,,,,-82,-80,-80,-87,-85,-85
7,8,3,,,,-79,-80,-80,-81,-82,-81,-71,-71,-72,,,,-80,-80,-82,-82,-83,-86
8,8,1,,,,-85,-88,-87,-88,-88,-89,-83,-81,-82,,,,-90,-89,-89,-82,-82,-84
8,8,3,-93,-109,-120,-81,-82,-80,-85,-84,-80,-71,-76,-76,-91,-91,-107,-85,-86,-88,-76,-77,-76
8,8,3,,,,-85,-85,-84,-88,-88,-85,-76,-76,-76,-90,-90,-90,-86,-85,-86,-72,-73,-74
8,8,1,,,,-90,-92,-86,,,,-82,-82,-83,,,,-88,-88,-87,-82,-82,-82
7,8,1,,,,-89,-88,-90,,,,-82,-82,-82,,,,-88,-87,-87,-82,-82,-83
8,8,3,,,,-84,-83,-85,-81,-81,-82,-76,-76,-77,-120,-120,-120,-82,-88,-90,-74,-77,-76
8,8,1,,,,-88,-89,-88,,,,-82,-82,-83,,,,-84,-85,-84,-82,-81,-82
8,8,3,-92,-108,-120,-85,-85,-85,-82,-82,-82,-76,-77,-76,,,,-91,-89,-87,-78,-72,-80
7,8,1,,,,-89,-89,-87,-93,-109,-120,-82,-82,-82,,,,-82,-82,-83,-80,-81,-81
8,8,3,-92,-92,-90,-85,-83,-82,-80,-80,-81,-76,-76,-75,-91,-107,-120,-84,-90,-88,-72,-73,-73
8,8,1,,,,-87,-86,-89,-89,-88,-89,-79,-81,-81,,,,-86,-85,-83,-81,-80,-80
7,8,1,,,,-88,-88,-88,-88,-88,-88,-82,-82,-82,,,,-85,-83,-82,-80,-82,-81
8,8,3,-90,-90,-90,-86,-86,-86,-88,-104,-120,-73,-72,-72,-90,-90,-89,-84,-84,-85,-77,-76,-75
8,8,1,,,,-84,-100,-90,-88,-90,-88,-83,-83,-82,,,,-86,-84,-82,-82,-82,-79
8,8,3,-90,-106,-90,-87,-88,-87,-89,-89,-89,-74,-71,-72,-90,-89,-88,-87,-84,-83,-74,-76,-75
8,8,3,,,,-86,-85,-86,-89,-90,-106,-76,-76,-72,-89,-89,-90,-84,-84,-87,-75,-74,-75
8,8,1,,,,-87,-88,-88,-88,-87,-87,-82,-82,-82,,,,-84,-81,-83,-79,-80,-81
5,5,3,-106,-120,-120,-83,-83,-84,,,,,,,,,,-82,-82,-81,,,
8,8,3,-89,-90,-90,-86,-87,-89,-90,-89,-88,-77,-74,-74,-107,-90,-89,-86,-86,-85,-77,-75,-76
7,8,1,,,,-88,-88,-87,-109,-120,-120,-78,-79,-79,,,,-85,-84,-83,-89,-88,-86
8,8,3,-92,-90,-92,-84,-84,-86,-85,-84,-81,-70,-68,-68,-91,-107,-120,-81,-86,-86,-72,-75,-77
8,8,3,,,,-82,-82,-83,-84,-84,-85,-67,-67,-67,,,,-79,-81,-81,-76,-75,-75
7,8,1,,,,-85,-86,-87,-90,-90,-91,-79,-79,-79,,,,-83,-85,-82,-82,-82,-84
8,8,1,,,,-85,-84,-84,-89,-90,-89,-80,-80,-79,,,,-84,-84,-85,-81,-82,-83
8,8,3,,,,-82,-82,-81,-82,-83,-83,-67,-67,-68,,,,-83,-81,-81,-77,-75,-75
8,8,3,-90,-90,-90,-82,-82,-83,-83,-83,-84,-66,-67,-68,,,,-78,-79,-82,-77,-79,-77
7,8,1,,,,-86,-88,-85,-89,-105,-120,-76,-77,-77,,,,-84,-82,-82,-83,-82,-83
7,8,1,,,,-85,-86,-83,-106,-120,-89,-77,-77,-78,,,,-86,-87,-84,-87,-88,-87
8,8,3,,,,-83,-82,-81,-86,-86,-85,-68,-68,-66,,,,-80,-80,-79,-75,-76,-77
8,8,1,,,,-85,-85,-85,-89,-89,-88,-77,-77,-77,,,,-84,-82,-81,-86,-84,-84
5,5,1,-91,-92,-91,-81,-82,-82,,,,,,,,,,-85,-83,-85,,,
8,8,3,,,,-86,-83,-83,-85,-85,-84,-69,-69,-66,-90,-90,-89,-81,-80,-80,-74,-76,-77
8,8,3,,,,-82,-82,-81,-83,-84,-83,-66,-68,-66,,,,-79,-79,-80,-76,-79,-76
8,8,1,,,,-85,-82,-84,-89,-89,-88,-76,-78,-78,,,,-81,-89,-81,-86,-86,-87
8,8,3,,,,-83,-82,-81,-84,-84,-84,-68,-67,-65,,,,-80,-80,-79,-76,-75,-78
8,8,1,,,,-84,-84,-84,-90,-89,-89,-77,-78,-78,,,,-82,-81,-82,-83,-86,-87
8,8,1,,,,-83,-85,-85,-89,-88,-88,-77,-77,-77,,,,-83,-83,-86,-83,-81,-82
5,5,1,-107,-120,-120,-78,-76,-77,,,,,,,,,,-81,-83,-82,,,
8,8,3,,,,-83,-82,-82,-84,-86,-86,-68,-68,-71,-120,-120,-90,-81,-80,-84,-77,-78,-75
5,8,1,,,,-82,-82,-82,-88,-90,-90,-79,-79,-80,,,,-81,-83,-83,-78,-79,-81
8,8,3,-90,-90,-89,-84,-81,-84,-86,-86,-90,-75,-69,-66,-107,-120,-120,-86,-84,-84,-74,-74,-78
5,5,1,,,,-79,-75,-76,,,,,,,,,,-80,-82,-81,,,
5,5,3,-85,-85,-85,-71,-70,-70,-89,-89,-105,-90,-90,-89,-120,-120,-120,-68,-68,-68,-84,-86,-84
5,5,3,-87,-87,-87,-69,-71,-73,,,,-90,-90,-88,,,,-69,-68,-70,-89,-90,-85
5,5,3,-86,-84,-84,-69,-74,-70,-89,-88,-88,-89,-89,-90,,,,-68,-70,-72,-87,-86,-87
5,5,2,-84,-85,-84,-75,-76,-74,-89,-89,-91,-105,-120,-120,,,,-73,-73,-72,-89,-88,-89
5,5,3,-83,-84,-86,-75,-75,-75,-89,-89,-89,-87,-87,-87,,,,-70,-69,-71,-84,-84,-84
5,5,3,-85,-85,-86,-76,-75,-76,-90,-90,-90,-86,-86,-86,,,,-72,-73,-70,-86,-86,-86
5,5,2,-82,-82,-81,-70,-70,-71,,,,-108,-90,-91,,,,-73,-74,-75,-82,-83,-86
5,5,2,-85,-84,-84,-69,-70,-71,,,,-91,-89,-90,,,,-71,-71,-71,-106,-120,-90
